Gene	Annotation
N0.HOG0005735	glucose-6-phosphate exchanger SLC37A4-like
N0.HOG0005736	metalloendopeptidase OMA1, mitochondrial-like
N0.HOG0005737	histone chaperone asf1-like
N0.HOG0005738	glycerate kinase-like
N0.HOG0005739	probable E3 ubiquitin-protein ligase makorin-1
N0.HOG0005740	xylose isomerase
N0.HOG0005741	uncharacterized protein LOC116925729
N0.HOG0005742	nuclear receptor coactivator 6-like
N0.HOG0005743	UPF0415 protein C7orf25 homolog
N0.HOG0005744	fatty acid-binding protein-like
N0.HOG0005745	chondroitin sulfate glucuronyltransferase-like
N0.HOG0005746	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit-like isoform X1
N0.HOG0005747	segment polarity protein dishevelled homolog DVL-3-like isoform X1
N0.HOG0005748	inhibitor of growth protein 3-like
N0.HOG0005749	unnamed protein product
N0.HOG0005750	popeye domain-containing protein 3-like
N0.HOG0005751	TATA element modulatory factor-like isoform X1
N0.HOG0005752	46 kDa FK506-binding nuclear protein-like isoform X1
N0.HOG0005753	serine/threonine-protein kinase Nek7
N0.HOG0005754	unnamed protein product
N0.HOG0005755	sentrin-specific protease 6-like isoform X1
N0.HOG0005756	unnamed protein product
N0.HOG0005757	Uncharacterized protein
N0.HOG0005758	beta-hexosaminidase subunit alpha-like
N0.HOG0005759	exocyst complex component 3-like
N0.HOG0005760	uncharacterized protein LOC130694752
N0.HOG0005761	glucose dehydrogenase [FAD, quinone]-like
N0.HOG0005762	ankyrin repeat and LEM domain-containing protein 2-like
N0.HOG0005763	pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial-like
N0.HOG0005764	2-aminomuconic semialdehyde dehydrogenase-like
N0.HOG0005765	uncharacterized protein LOC130694766
N0.HOG0005766	carboxypeptidase D-like
N0.HOG0005767	solute carrier family 35 member C2-like
N0.HOG0005768	chromobox protein homolog 1-like
N0.HOG0005769	unnamed protein product
N0.HOG0005770	kinase suppressor of Ras 2-like isoform X1
N0.HOG0005771	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like
N0.HOG0005772	calphotin-like
N0.HOG0005773	microsomal triacylglycerol transfer protein-like
N0.HOG0005774	forkhead box protein K2-like
N0.HOG0005775	L-lactate dehydrogenase-like
N0.HOG0005776	receptor-type guanylate cyclase Gyc76C-like
N0.HOG0005777	integrator complex subunit 13-like isoform X1
N0.HOG0005778	5-oxoprolinase-like
N0.HOG0005779	uncharacterized protein LOC130694877 isoform X1
N0.HOG0005780	DNA polymerase delta catalytic subunit-like
N0.HOG0005781	regulator of telomere elongation helicase 1 homolog
N0.HOG0005782	locomotion-related protein Hikaru genki-like
N0.HOG0005783	mitotic spindle assembly checkpoint protein MAD1-like
N0.HOG0005784	dynein axonemal intermediate chain 3
N0.HOG0005785	protein quick-to-court-like isoform X1
N0.HOG0005786	uncharacterized protein LOC124311367
N0.HOG0005787	Krueppel-like factor 4
N0.HOG0005788	protein shifted-like isoform X1
N0.HOG0005789	eukaryotic translation initiation factor 3 subunit I-like
N0.HOG0005790	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like
N0.HOG0005791	protein NEDD1-like
N0.HOG0005792	Uncharacterized protein
N0.HOG0005793	uncharacterized protein LOC130694942
N0.HOG0005794	succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like
N0.HOG0005795	caveolin-3-like
N0.HOG0005796	alpha-crystallin B chain-like
N0.HOG0005797	M20_dimer domain-containing protein
N0.HOG0005798	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial-like
N0.HOG0005799	polyhomeotic-like protein 1
N0.HOG0005800	protein NipSnap-like
N0.HOG0005801	ATP-binding cassette sub-family F member 3-like
N0.HOG0005802	uncharacterized protein LOC116924782
N0.HOG0005803	receptor expression-enhancing protein 6-like
N0.HOG0005804	serine palmitoyltransferase 1-like
N0.HOG0005805	PRKR-interacting protein 1 homolog
N0.HOG0005806	calcium load-activated calcium channel-like
N0.HOG0005807	60S ribosomal protein L18-like
N0.HOG0005808	gelsolin, cytoplasmic-like isoform X1
N0.HOG0005809	type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase-like
N0.HOG0005810	hydroxysteroid dehydrogenase-like protein 2 isoform X1
N0.HOG0005811	unnamed protein product
N0.HOG0005812	probable phospholipid-transporting ATPase IM isoform X1
N0.HOG0005813	VPS35 endosomal protein-sorting factor-like isoform X2
N0.HOG0005814	unnamed protein product
N0.HOG0005815	Uncharacterized protein
N0.HOG0005816	uncharacterized protein LOC124191294
N0.HOG0005817	ATP synthase subunit beta, mitochondrial
N0.HOG0005818	activating signal cointegrator 1 complex subunit 3-like
N0.HOG0005819	inhibitor of Bruton tyrosine kinase-like
N0.HOG0005820	bestrophin-3-like isoform X1
N0.HOG0005821	MAP kinase-activated protein kinase 2-like
N0.HOG0005822	store-operated calcium entry-associated regulatory factor-like
N0.HOG0005823	vacuolar-sorting protein SNF8-like
N0.HOG0005824	charged multivesicular body protein 6-A-like
N0.HOG0005825	CBL-interacting protein kinase 16-like
N0.HOG0005826	microfibrillar-associated protein 1-like
N0.HOG0005827	serine/threonine-protein kinase VRK1-like isoform X1
N0.HOG0005828	fasciclin-3-like isoform X1
N0.HOG0005829	hydroxymethylglutaryl-CoA synthase 1
N0.HOG0005830	chitinase-3-like protein 2
N0.HOG0005831	unnamed protein product
N0.HOG0005832	origin recognition complex subunit 6-like
N0.HOG0005833	splicing factor U2AF 35 kDa subunit-like isoform X1
N0.HOG0005834	uncharacterized protein LOC130695396
N0.HOG0005835	28S ribosomal protein S2, mitochondrial-like
N0.HOG0005836	glycine dehydrogenase (decarboxylating), mitochondrial-like
N0.HOG0005837	sodium/glucose cotransporter 4-like isoform X2
N0.HOG0005838	endoribonuclease Dcr-1-like isoform X1
N0.HOG0005839	myosin regulatory light chain sqh
N0.HOG0005840	UDP-glucosyltransferase 2
N0.HOG0005841	putative aminopeptidase W07G4.4
N0.HOG0005842	UDP-glucosyltransferase 2-like
N0.HOG0005843	SET domain-containing protein SmydA-8-like
N0.HOG0005844	uncharacterized protein LOC130695606
N0.HOG0005845	unnamed protein product
N0.HOG0005846	polycomb group protein Psc-like
N0.HOG0005847	dnaJ homolog subfamily C member 10-like
N0.HOG0005848	actin-associated protein FAM107A-like isoform X1
N0.HOG0005849	acid sphingomyelinase-like phosphodiesterase 3b
N0.HOG0005850	selenocysteine lyase-like isoform X1
N0.HOG0005851	calcitonin gene-related peptide type 1 receptor-like
N0.HOG0005852	cytochrome b5-related protein-like
N0.HOG0005853	transforming growth factor-beta-induced protein ig-h3-like
N0.HOG0005854	peflin
N0.HOG0005855	sorting nexin-32-like
N0.HOG0005856	osteoclast stimulatory transmembrane protein-like
N0.HOG0005857	F-box only protein 22-like
N0.HOG0005858	anti-sigma-I factor RsgI8-like
N0.HOG0005859	proline-rich extensin-like protein EPR1
N0.HOG0005860	surface protein-like
N0.HOG0005861	uncharacterized protein LOC124199941
N0.HOG0005862	homeobox protein MSH-D-like
N0.HOG0005863	exostosin-3
N0.HOG0005864	uncharacterized protein LOC130695822 isoform X1
N0.HOG0005865	transcription factor 12-like isoform X1
N0.HOG0005866	angiotensin-converting enzyme-like
N0.HOG0005867	chitin deacetylase 1-like
N0.HOG0005868	large neutral amino acids transporter small subunit 2-like isoform X2
N0.HOG0005869	histone-lysine N-methyltransferase 2C-like isoform X1
N0.HOG0005870	mucin-5AC-like
N0.HOG0005871	thymidylate synthase-like isoform X1
N0.HOG0005872	peroxidase-like
N0.HOG0005873	kin of IRRE-like protein 1 isoform X1
N0.HOG0005874	heterogeneous nuclear ribonucleoprotein H2-like isoform X1
N0.HOG0005875	unnamed protein product
N0.HOG0005876	uncharacterized protein LOC116928423
N0.HOG0005877	tetraspanin-7-like isoform X1
N0.HOG0005878	unnamed protein product
N0.HOG0005879	sorting and assembly machinery component 50 homolog
N0.HOG0005880	uncharacterized protein LOC130696026
N0.HOG0005881	chorion peroxidase-like
N0.HOG0005882	transcriptional regulator ovo-like
N0.HOG0005883	forkhead box protein Q1-like
N0.HOG0005884	condensin-2 complex subunit D3-like
N0.HOG0005885	exocyst complex component 5-like
N0.HOG0005886	peptidyl-prolyl cis-trans isomerase G-like isoform X1
N0.HOG0005887	gastric triacylglycerol lipase-like
N0.HOG0005888	homeotic protein deformed-like
N0.HOG0005889	cyclin-T2-like isoform X1
N0.HOG0005890	DNA-binding protein RFXANK-like isoform X1
N0.HOG0005891	protein amalgam-like
N0.HOG0005892	glycogen synthase kinase-3 beta-like isoform X1
N0.HOG0005893	3-ketoacyl-CoA thiolase, mitochondrial-like
N0.HOG0005894	cleavage and polyadenylation specificity factor 73-like
N0.HOG0005895	unnamed protein product
N0.HOG0005896	mitochondrial intermediate peptidase-like
N0.HOG0005897	unnamed protein product
N0.HOG0005898	heat shock protein 75 kDa, mitochondrial-like
N0.HOG0005899	membrane-bound transcription factor site-2 protease-like
N0.HOG0005900	glutamate-gated chloride channel-like
N0.HOG0005901	cell wall integrity protein scw1-like
N0.HOG0005902	ras-related and estrogen-regulated growth inhibitor-like protein
N0.HOG0005903	glutamate-gated chloride channel
N0.HOG0005904	nicotinamide N-methyltransferase-like
N0.HOG0005905	uncharacterized protein LOC116923440
N0.HOG0005906	tRNA modification GTPase GTPBP3, mitochondrial-like isoform X1
N0.HOG0005907	Uncharacterized protein
N0.HOG0005908	homeobox protein OTX1-like
N0.HOG0005909	mucin-2-like
N0.HOG0005910	peroxisomal membrane protein 11C-like
N0.HOG0005911	calmodulin-like isoform X2
N0.HOG0005912	uncharacterized protein LOC116922743
N0.HOG0005913	T-box transcription factor T-A-like
N0.HOG0005914	dymeclin-like isoform X1
N0.HOG0005915	diacylglycerol kinase epsilon-like
N0.HOG0005916	longitudinals lacking protein, isoforms A/B/D/L-like
N0.HOG0005917	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial-like
N0.HOG0005918	cationic amino acid transporter 2-like
N0.HOG0005919	outer mitochondrial transmembrane helix translocase-like
N0.HOG0005920	LOW QUALITY PROTEIN: disks large homolog 5-like
N0.HOG0005921	myc box-dependent-interacting protein 1-like isoform X3
N0.HOG0005922	protein AAR2 homolog
N0.HOG0005923	neurotrimin-like
N0.HOG0005924	oplophorus-luciferin 2-monooxygenase non-catalytic subunit-like
N0.HOG0005925	nose resistant to fluoxetine protein 6-like
N0.HOG0005926	uncharacterized protein LOC130696548 isoform X1
N0.HOG0005927	glutamate [NMDA] receptor subunit 1-like
N0.HOG0005928	methionine synthase reductase-like
N0.HOG0005929	putative histone-lysine N-methyltransferase PRDM6
N0.HOG0005930	palmitoyltransferase ZDHHC17-like
N0.HOG0005931	uncharacterized protein LOC124200996
N0.HOG0005932	E3 ubiquitin-protein ligase NEDD4-like
N0.HOG0005933	major facilitator superfamily domain-containing protein 1-like
N0.HOG0005934	baculoviral IAP repeat-containing protein 7-like isoform X1
N0.HOG0005935	unnamed protein product
N0.HOG0005936	myoblast determination protein 1 homolog isoform X1
N0.HOG0005937	protein Abitram-like
N0.HOG0005938	gametocyte-specific factor 1-like
N0.HOG0005939	importin-5-like
N0.HOG0005940	E3 ubiquitin-protein ligase RNF115-like
N0.HOG0005941	integral membrane protein DGCR2/IDD-like isoform X1
N0.HOG0005942	uncharacterized protein LOC116922724
N0.HOG0005943	choline-phosphate cytidylyltransferase A-like
N0.HOG0005944	unconventional myosin-Va-like
N0.HOG0005945	uncharacterized protein LOC124344000
N0.HOG0005946	diacylglycerol kinase beta-like isoform X1
N0.HOG0005947	cytoplasmic polyadenylation element-binding protein-like
N0.HOG0005948	probable asparagine--tRNA ligase, mitochondrial
N0.HOG0005949	guanine deaminase-like
N0.HOG0005950	tubulin alpha-1C chain-like
N0.HOG0005951	protein Skeletor, isoforms D/E-like
N0.HOG0005952	ras-related protein Rab-14
N0.HOG0005953	tubulin-specific chaperone D-like
N0.HOG0005954	E3 ubiquitin-protein ligase Bre1-like isoform X1
N0.HOG0005955	uncharacterized protein LOC124344216
N0.HOG0005956	protocadherin-like wing polarity protein stan
N0.HOG0005957	E3 ubiquitin-protein ligase siah-1-like
N0.HOG0005958	uncharacterized protein LOC116935286
N0.HOG0005959	interleukin enhancer-binding factor 2 homolog
N0.HOG0005960	beta-sarcoglycan-like
N0.HOG0005961	transport and Golgi organization protein 2 homolog
N0.HOG0005962	transmembrane emp24 domain-containing protein 2-like
N0.HOG0005963	fibroblast growth factor receptor 1-like isoform X1
N0.HOG0005964	protein slit-like
N0.HOG0005965	protein pygopus-like
N0.HOG0005966	protein NATD1-like
N0.HOG0005967	neuropeptide F-like isoform X2
N0.HOG0005968	probable ATP-dependent RNA helicase DHX34
N0.HOG0005969	polyubiquitin-C isoform X2
N0.HOG0005970	polyubiquitin isoform X1
N0.HOG0005971	solute carrier family 35 member B1-like
N0.HOG0005972	uncharacterized protein LOC123470590 isoform X1
N0.HOG0005973	uncharacterized protein LOC123469583
N0.HOG0005974	atrial natriuretic peptide receptor 1-like
N0.HOG0005975	putative oxidoreductase GLYR1 homolog
N0.HOG0005976	INO80 complex subunit B-like
N0.HOG0005977	phospholipid-transporting ATPase ABCA3-like
N0.HOG0005978	endoplasmic reticulum transmembrane helix translocase-like
N0.HOG0005979	uncharacterized protein LOC130697315
N0.HOG0005980	protein PTHB1-like
N0.HOG0005981	uncharacterized protein LOC124192556
N0.HOG0005982	cold shock domain-containing protein CG9705-like
N0.HOG0005983	uncharacterized protein LOC124192900
N0.HOG0005984	USP6 N-terminal-like protein
N0.HOG0005985	ATP-dependent DNA helicase Q1-like
N0.HOG0005986	pyridoxal phosphate homeostasis protein-like
N0.HOG0005987	uncharacterized protein LOC130697392
N0.HOG0005988	unnamed protein product
N0.HOG0005989	phosphopantothenate--cysteine ligase-like
N0.HOG0005990	uncharacterized aarF domain-containing protein kinase 5-like isoform X1
N0.HOG0005991	ABC protein
N0.HOG0005992	sarcolemmal membrane-associated protein-like isoform X1
N0.HOG0005993	nitric oxide synthase, salivary gland-like
N0.HOG0005994	syntaxin-16-like
N0.HOG0005995	uncharacterized protein LOC130697427
N0.HOG0005996	cholesterol 7-desaturase nvd-like
N0.HOG0005997	tyrosine-protein phosphatase 10D-like
N0.HOG0005998	uncharacterized protein LOC116932557
N0.HOG0005999	D-aspartate oxidase-like
N0.HOG0006000	importin subunit beta-1-like
N0.HOG0006001	ribonucleoprotein PTB-binding 1-like
N0.HOG0006002	collagen alpha-1(XXII) chain-like isoform X1
N0.HOG0006003	calpain-A-like isoform X1
N0.HOG0006004	protein tweety-2-like
N0.HOG0006005	adenine DNA glycosylase-like
N0.HOG0006006	molybdate-anion transporter-like
N0.HOG0006007	dedicator of cytokinesis protein 7-like isoform X1
N0.HOG0006008	probable inactive serine/threonine-protein kinase slob2 isoform X1
N0.HOG0006009	presenilins-associated rhomboid-like protein, mitochondrial isoform X1
N0.HOG0006010	luciferin 4-monooxygenase-like
N0.HOG0006011	pyridoxal phosphate phosphatase PHOSPHO2-like
N0.HOG0006012	UV-stimulated scaffold protein A-like
N0.HOG0006013	carboxypeptidase M-like
N0.HOG0006014	unnamed protein product
N0.HOG0006015	exosome complex component RRP46-like
N0.HOG0006016	mediator of RNA polymerase II transcription subunit 16-like
N0.HOG0006017	rho GTPase-activating protein gacJ
N0.HOG0006018	short coiled-coil protein B-like
N0.HOG0006019	apolipoprotein D-like
N0.HOG0006020	poly(A) RNA polymerase gld-2 homolog A-like isoform X1
N0.HOG0006021	probable deoxyhypusine synthase
N0.HOG0006022	enoyl-[acyl-carrier-protein] reductase, mitochondrial-like
N0.HOG0006023	noggin-2-like
N0.HOG0006024	uncharacterized protein LOC130697877
N0.HOG0006025	mitochondrial uncoupling protein Bmcp-like
N0.HOG0006026	TBC1 domain family member 15-like
N0.HOG0006027	dual specificity protein phosphatase MPK-4-like
N0.HOG0006028	protein unc-13 homolog 4B-like isoform X1
N0.HOG0006029	unnamed protein product
N0.HOG0006030	unnamed protein product
N0.HOG0006031	vascular endothelial growth factor C-like
N0.HOG0006032	serine/threonine-protein kinase 10
N0.HOG0006033	programmed cell death protein 4-like
N0.HOG0006034	uncharacterized protein LOC124197095
N0.HOG0006035	unnamed protein product
N0.HOG0006036	tRNA (uracil(54)-C(5))-methyltransferase homolog
N0.HOG0006037	vitelline membrane outer layer protein 1 homolog
N0.HOG0006038	AP-3 complex subunit delta-1-like
N0.HOG0006039	uncharacterized protein LOC130698010
N0.HOG0006040	26S proteasome non-ATPase regulatory subunit 12-like
N0.HOG0006041	zinc finger RNA-binding protein-like isoform X1
N0.HOG0006042	afadin-like isoform X1
N0.HOG0006043	spidroin-2-like isoform X1
N0.HOG0006044	nuclear valosin-containing protein-like
N0.HOG0006045	probable ubiquitin carboxyl-terminal hydrolase FAF-X
N0.HOG0006046	solute carrier family 23 member 1-like
N0.HOG0006047	F-box/WD repeat-containing protein 11-like
N0.HOG0006048	alpha-glucosidase-like
N0.HOG0006049	unnamed protein product
N0.HOG0006050	fatty acid hydroxylase domain-containing protein 2
N0.HOG0006051	SH3 domain-binding glutamic acid-rich protein homolog isoform X1
N0.HOG0006052	uncharacterized protein LOC130698100
N0.HOG0006053	adenosine deaminase 2-like
N0.HOG0006054	polyglutamylase complex subunit TTLL1-like
N0.HOG0006055	uncharacterized protein LOC130698150
N0.HOG0006056	lactosylceramide 4-alpha-galactosyltransferase-like
N0.HOG0006057	ethanolamine-phosphate phospho-lyase-like
N0.HOG0006058	coiled-coil domain-containing protein 186-like isoform X1
N0.HOG0006059	muscle segmentation homeobox-like
N0.HOG0006060	RNA transcription, translation and transport factor protein-like
N0.HOG0006061	aminopeptidase N-like
N0.HOG0006062	uncharacterized protein C19orf47-like
N0.HOG0006063	fatty acid-binding protein-like
N0.HOG0006064	collagen alpha chain CG42342-like isoform X1
N0.HOG0006065	uncharacterized protein LOC130698508
N0.HOG0006066	protein O-glucosyltransferase 2-like
N0.HOG0006067	cytoplasmic tRNA 2-thiolation protein 2-B-like
N0.HOG0006068	protein Wnt-10b-like
N0.HOG0006069	phosphopantothenoylcysteine decarboxylase-like
N0.HOG0006070	cyclin-H-like
N0.HOG0006071	coatomer subunit beta-like
N0.HOG0006072	low-density lipoprotein receptor-related protein 3-like
N0.HOG0006073	CAD protein-like
N0.HOG0006074	amyloid-beta-like protein
N0.HOG0006075	fibrillin-2-like
N0.HOG0006076	protein SAAL1-like isoform X1
N0.HOG0006077	isoaspartyl peptidase/L-asparaginase-like
N0.HOG0006078	uncharacterized protein LOC130698694
N0.HOG0006079	craniofacial development protein 1-like
N0.HOG0006080	protein-S-isoprenylcysteine O-methyltransferase-like
